#OTU_ID	WT1_R3TK43_d7_COLON	WT2_L1TK28_D7_COLON	WT3_L1TK41_d7_COLON	WT4_R1TK44_d7_COLON	KO1_R3L1TK43_d7_COLON	KO2_R1R3TK28_d7_COLON	KO3_L3TK40_d7_COLON	KO4_TK44L1_d7_COLON	WT1_R3TK43_d0_STOOL	WT1_R3TK43_d7_STOOL	WT2_L1TK28_d0_STOOL	WT2_L1TK28_D7_STOOL	WT3_L1TK41_d0_STOOL	WT3_L1TK41_d7_STOOL	WT4_R1TK44_d0_STOOL	WT4_R1TK44_d7_STOOL	KO1_R3L1TK43_d0_STOOL	KO1_R3L1TK43_d7_STOOL	KO2_R1R3TK28_d0_STOOL	KO2_R1R3TK28_d7_STOOL	KO3_L3TK40_d0_STOOL	KO3_L3TK40_d7_STOOL	KO4_TK44L1_d0_STOOL	KO4_TK44L1_d7_STOOL	taxonomy
c8b9bdf8f3db4877dc20cdd90ebbcadb	0	0	133	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
6b47d4c8cd14db9462eb1d6b3227f330	0	55	167	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	255	32	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
94ac921c3e9e54203cff594e4a660126	30	26	0	64	96	0	5	0	0	0	5	0	22	16	20	18	16	0	29	11	29	18	41	90	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
10da35483fce851372d961ea79e5be8a	0	29	123	19	0	22	0	0	0	0	69	60	41	11	0	0	0	0	87	32	0	31	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
e72fc28dbfa1efefbd5ce09fe59eb23d	47	44	71	0	0	0	0	0	33	6	93	44	15	10	0	0	34	0	69	18	7	33	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
c12a1cb6b48a0f981d95203df1e62a60	363	0	0	0	0	0	0	0	0	0	74	0	0	49	0	0	0	0	0	0	35	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
d898127977a1a98751956092c58a2d4f	0	0	0	35	0	0	0	0	35	30	0	0	40	96	86	43	44	0	0	39	27	0	19	17	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
92820fdeebe42886524f957809ab5717	17	18	63	38	0	47	0	0	9	4	26	15	22	12	61	10	18	0	53	10	21	37	34	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__; s__
ee0b034d3bde5ab626a8d7a6eb3e9b1e	0	0	0	128	0	289	0	0	32	15	0	0	0	0	0	0	0	0	0	0	0	46	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
7a691416efc1f35a855ae2f8b4e4563e	9	10	20	17	0	0	0	0	0	0	46	25	34	9	102	4	25	0	173	8	0	0	8	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
996d7b4d4c37ab3ef32433c6ffe7085e	0	0	0	0	0	59	121	0	0	0	123	0	38	0	53	0	0	0	96	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
127d4dc79a31d00d6a8b7c5b45fd9774	37	0	67	76	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	182	54	37	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
6d5f7d3b33275912a9ed2336996ec73d	25	18	0	19	0	36	25	0	9	16	0	10	0	0	0	0	0	0	60	24	0	247	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
aebcf9244025a8b5b7930e9d73be77d0	37	17	90	67	0	20	0	0	15	0	47	14	0	0	58	0	28	0	0	0	17	20	55	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
52983e37eb3663e6488fd8bff659d8b9	0	15	322	0	0	0	0	0	0	0	0	0	85	40	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ce1d2321fd384daff2d6b4b1b972d380	33	0	0	84	0	0	0	0	37	29	0	0	0	0	112	46	54	0	0	0	55	12	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
642e74c8c6c90befab96fe43b7aa5788	34	0	32	34	0	50	61	0	5	0	30	20	10	6	90	10	8	0	0	11	0	17	28	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
44c20c5a9e59c040e87f5cda7b093198	0	0	369	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
31f034a12d76bba000f103659428b30b	25	17	81	30	5	76	0	0	0	0	40	18	12	0	55	12	19	0	11	0	0	34	14	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
d68636fef8bbc6f322d6de19f85fafc1	24	20	0	76	0	100	0	0	7	0	14	13	0	0	47	0	0	0	54	16	0	45	13	19	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
67fb006fa72546618f372c3436c5411a	56	0	0	155	0	0	0	0	0	33	0	0	0	0	78	0	104	0	21	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
69c50e485bb7bb13a9b200d292ce7215	0	31	72	49	0	7	0	0	8	0	63	38	20	0	54	0	0	0	59	6	0	5	27	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
8f2da866aac0a3d70e38673115f3854a	20	0	168	175	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	10	55	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
e1a67a0c6f32d091b116883a86211566	0	0	0	177	0	0	0	0	29	0	35	0	0	0	118	0	0	0	0	0	0	35	47	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
7890022fe6c37366fbe2ca90cbb01751	0	72	0	0	0	0	0	0	56	0	18	4	20	12	52	0	47	0	151	0	6	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
0909807172a8bd3c89e233a661ec0839	0	0	27	0	0	31	0	0	0	0	43	18	0	0	0	0	0	0	195	117	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
7b78336ac021e7d11520ce9ba3a62c61	0	0	11	25	0	0	0	0	15	15	12	19	11	40	50	58	14	0	74	81	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
71b0bebb294e0720413727d48546b7ff	8	0	0	10	0	0	0	20	0	40	17	38	0	19	33	25	5	99	0	42	5	23	0	23	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
e59df018183c85a3e5b21c0737c6e8de	0	75	20	0	0	0	0	0	0	0	75	23	20	6	0	0	0	0	199	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4052c50f9dddd5adf3b5e751cefdb815	0	27	0	0	0	0	0	0	16	0	41	86	31	0	36	55	35	0	51	0	0	0	39	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
3fdbecdd2ded182ca27d26b5e523e6a9	0	81	0	0	23	0	24	0	0	0	89	0	0	0	0	133	0	0	66	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
8a46db8124b41f3226ea43e9b5eb9a85	0	0	0	48	0	0	0	0	0	0	8	40	23	81	0	29	0	0	8	0	0	0	168	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
80ec05e2073d12594e0a6c5fb0932e31	17	0	13	0	0	0	79	0	0	35	0	0	0	0	0	13	9	0	0	0	0	208	21	9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
c3be5826cda429af5067fe6efc6663f8	0	0	0	0	0	69	0	75	0	0	69	0	0	0	0	127	0	0	63	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
0aa48c58ef662d108877a6048b9957cb	0	24	85	0	0	0	0	0	0	0	46	0	0	0	128	0	0	0	34	0	0	0	84	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
a3804284d5295dea6b536b0446920bf3	0	45	63	79	19	0	0	0	0	0	0	0	0	0	0	14	0	0	23	0	0	93	42	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
4d63fd9f81095d70a9c25b3b31c65d17	0	0	25	0	0	0	0	0	20	0	0	0	81	0	190	0	0	0	0	0	0	0	73	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
633a27397c48f110f778a07c41184dad	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	308	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
7be6d9dba552553eeecd7abb4cff1f53	20	25	0	65	0	25	0	0	0	0	73	22	0	0	19	0	0	0	95	0	0	12	28	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
d33d1d3302da4200fd54b6b2981162ef	0	35	0	0	0	34	0	0	0	0	67	39	11	14	0	0	0	0	96	22	0	0	65	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
f8e93b0e2304e42eb8064fae0541a494	0	48	0	0	0	64	0	0	0	0	93	58	0	0	0	0	0	0	91	25	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
12b58506081341770d576c4a3f53bfd6	12	18	66	8	0	22	0	0	6	0	12	10	0	4	17	0	0	0	151	40	0	0	13	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
e40797bb762cecaf5c10a4c0f65b1f8a	0	136	156	0	0	0	0	0	0	0	62	20	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
3698827413495503742013e6b4f0e6ad	188	0	0	0	0	0	0	0	68	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
3dd44f1c0fd335d19cd91a2f578a6042	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__mastitidis
aef1523162fe4e7dc8d14d4e49c2f75c	45	0	67	36	0	29	0	0	0	0	20	14	0	0	0	10	68	0	14	16	0	14	35	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
b8786f3dfef0fcbed5efc050203475fa	0	28	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	11	145	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Candidatus Arthromitus; s__
13bc5ddf9cdd5267c6190cc01b95af58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	99	0	99	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__
e2c6dc5b60440b98e5bcf3db42a536d5	0	0	0	0	0	0	0	0	0	40	0	52	81	45	0	0	0	0	61	86	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
c5a1d1f02270730bc89f65dd634fde94	41	0	100	62	0	0	0	0	31	0	0	0	0	0	59	0	0	0	0	0	0	68	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
ec0cb8548528231077e4a2ea7b5c9253	0	0	47	0	0	0	0	0	0	0	136	0	16	0	0	0	0	0	157	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
e995563ef57b20611368eaa3be16bc1f	0	0	317	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
00aaa6adb80997f85453f9a91ac5ec0d	48	42	28	51	0	0	0	0	0	0	23	0	0	0	53	0	21	0	31	0	0	0	40	14	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
e96373574e74eac0dc90108329fbad25	0	0	0	9	235	6	0	12	27	11	0	0	14	0	27	0	0	0	0	9	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
f135ccbeee27c93f90959703b158001c	92	55	0	0	0	157	0	0	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
19051a8287c40da83a14d1db3a5aad43	35	0	69	21	0	20	0	0	12	0	17	13	0	0	24	0	11	0	31	15	11	22	36	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
598b197a5e45205c84efc7cb64258bbb	13	0	0	0	0	0	0	0	82	35	63	23	0	0	0	0	9	0	78	33	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__
ffdcdee1cec25c8fa9abae7ea53e9396	76	101	0	0	0	0	0	0	0	0	0	95	0	0	62	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
c9bd4b7fd9e50c59987831ee434fc293	0	0	20	0	0	0	30	0	0	0	0	0	72	71	0	0	0	0	0	0	41	98	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__
97f289ec1289039021f87179c32ecd97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	254	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
74638041485adbf716f1eed894137177	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
4f10960483fba361bd3c502bbb0dcdba	0	0	62	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	204	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
53243d696e3ef2e2cd60fd0ea9aa8bc0	0	137	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
d16f50f802b2cf3c33020360351d40a5	0	0	128	0	0	42	0	0	0	0	42	20	0	0	44	0	0	0	29	0	0	0	20	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
31c641b31656f95e8c04890ad251f8c6	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	24	42	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
8dd29f33bf7b563455107708b9dc1386	25	23	74	0	0	0	0	0	0	0	37	18	0	0	44	9	0	0	51	0	9	9	10	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
07dae10447231e517a8c6dcff79000a1	28	0	32	65	0	0	0	0	12	0	22	10	7	0	15	18	65	0	19	0	0	0	14	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
6bfdb3585f309b57ecc308564ce1d5d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas; s__
88e6ad3cb44acafb9496d3c946cf9581	0	57	0	0	0	0	0	0	0	0	96	43	0	0	0	0	0	0	63	19	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
9253c150084f2e5f1861503c168f5c20	0	0	0	0	0	0	143	0	0	0	54	0	0	0	0	0	0	0	50	0	0	30	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
10466a0025b2152da843e05de6e0b4b1	17	11	24	68	0	28	0	11	0	0	23	16	0	0	36	0	0	0	20	0	0	9	13	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
1bda75142c3b93878af34b2895622aa5	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum; s__schaedleri
8ea6e04cefdbdc9003ff54a207a66134	0	0	0	0	0	0	0	0	0	0	34	0	0	36	47	0	27	0	93	30	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
3e518e15d0135cf35862e18c8fb4e53d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__
a2e293a0f497e5d3391af915f57fcd47	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	159	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__
a61bf3e57847d6f03e2c587197c14d48	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	99	67	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
e41b7822ceaf6c64385cfb8dc3140fe7	0	0	52	0	0	0	15	0	0	0	0	0	25	23	0	0	0	0	0	0	44	91	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
57b4dd4ebdc76c5f509b237e57ea3517	22	37	69	0	0	0	0	0	0	0	50	0	0	0	20	0	0	0	49	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
671748aab093d390f72742964ab9cf7a	14	8	18	21	0	17	0	0	0	0	12	33	14	4	0	6	12	0	19	5	24	11	18	9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__
73d342ca579ea388523c2c4d815fb595	0	0	102	0	0	0	0	0	0	0	0	0	47	94	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
25cd60018a6aba58871309c9283193ae	48	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
3a9104067dfe2987b06611cbac729121	0	0	0	64	0	0	0	0	18	0	0	0	0	0	109	0	18	0	0	0	0	0	30	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
e5c42e4b666403ac681f06ded682f439	0	10	37	89	0	0	0	0	0	0	22	0	0	0	63	0	0	0	15	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
56e5c79fa3fdb22c39cf02f1aa7e8937	0	0	0	0	0	0	0	21	11	0	9	8	0	0	0	13	0	4	13	0	0	34	0	122	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
88c914ab8ed8960d319db4778d5228e5	0	0	0	0	0	24	0	0	0	0	0	29	35	40	0	0	0	0	41	63	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
ceb7bab8b587a472a4f6aeadb2d9f92a	0	0	9	19	0	8	0	0	15	8	40	20	16	10	30	7	8	0	18	20	4	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
cb3e21736eeb8af9c41414a75f113a36	30	0	0	24	0	0	0	0	0	0	0	0	0	0	66	39	14	0	0	0	0	0	56	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
6fff9f470c1aa2052deb45397555f88d	13	14	28	21	0	9	0	0	0	0	34	17	0	0	34	8	0	0	17	0	0	17	9	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
01ff7af6e5e6fd9802038a1f1f578e0d	0	0	0	0	0	0	0	50	0	0	35	4	0	0	47	0	0	31	5	0	0	0	7	24	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella; s__
659d8fb67db5cf1dc1650b6d36b750b5	0	0	0	0	0	0	0	0	0	0	73	0	0	0	95	0	0	0	51	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
98f1927e6ad26ebdec4805fbcd7981e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	173	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
28ae49ea1ac8861ae59fcc697931c7fd	7	23	26	38	0	61	0	22	3	0	0	5	0	0	13	0	6	0	6	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
aa9a57c5ab5f4c2e631b02443151e409	0	0	0	13	5	13	0	0	16	16	0	10	13	11	35	9	9	0	21	12	5	9	12	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
c8a841234eb499eff3a9cd6b8edb7a32	0	0	162	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
f308e516e576f9e1214c77a99129f103	0	48	52	0	0	8	0	0	0	0	40	22	0	0	14	0	0	0	19	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
3cebaff5cb8847cb15ee2d7e664ff637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
89c25d05045b4f299923c714d85fd6c7	0	20	17	9	0	15	0	0	9	0	1	41	12	0	4	0	11	0	43	0	0	0	18	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
9bf153c694efe618dcd26fb1f30cbf03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
8f2be8a368d2e86a3fbb8bdd5df655e5	51	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	78	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
8abdc69eb14f459d86fafa621615817a	36	1	0	16	0	25	0	0	0	0	8	3	0	0	30	0	0	0	5	0	0	30	40	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
79502f738637bf5cd0daf31e3ed9ecf7	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	106	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
fe02821f47db9f5e923fa6d32553f206	0	18	0	0	0	21	0	0	0	0	52	18	0	0	29	8	10	0	0	0	0	0	36	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
a34517d4c0a5a25b21fb113bdd17985f	0	0	23	0	0	17	30	0	0	0	8	0	4	0	21	0	0	0	8	0	0	56	22	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
37f352e7c3119a8a019589ce4e60117f	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
df95bcb7b8025889e2a7e48ef9d09860	0	0	0	7	0	10	0	0	8	0	0	0	0	8	37	20	0	0	0	45	10	0	0	42	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
412d5d6fada673f99120a6fada00c91d	0	0	134	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	23	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
2aa503b5458a75b6f352143819e81acf	0	20	16	11	0	29	0	0	0	0	20	43	0	0	21	0	0	0	21	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
3810cc2c4198fa50a1681126eae2ad6e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__
